"Time","Event",""
"00:09:41.740","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29359)",""
"00:09:41.956","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29493)",""
"00:09:42.156","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62570)",""
"00:09:42.365","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29179)",""
"00:10:02.802","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61937)",""
"00:10:02.968","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29082)",""
"00:10:03.177","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29542)",""
"00:10:03.386","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29934)",""
"00:10:03.594","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64096)",""
"00:10:03.692","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30265)",""
"00:10:03.983","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64085)",""
"00:10:04.197","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29162)",""
"00:10:10.149","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27750)",""
"00:10:10.246","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28025)",""
"00:10:10.468","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59881)",""
"00:10:10.586","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28181)",""
"00:10:10.799","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28129)",""
"00:10:11.038","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28336)",""
"00:10:11.274","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59967)",""
"00:10:11.476","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60848)",""
"00:10:17.414","Blinkladen Arcane Missiles Training Dummy 1 27596",""
"00:10:17.531","Blinkladen Arcane Missiles Training Dummy 1 27448",""
"00:10:17.692","Blinkladen Arcane Missiles Training Dummy 1 *59262*",""
"00:10:17.941","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58688)",""
"00:10:18.142","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27709)",""
"00:10:18.343","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59648)",""
"00:10:18.545","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59667)",""
"00:10:18.767","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26763)",""
"00:10:31.906","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60911)",""
"00:10:32.010","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29156)",""
"00:10:32.301","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62067)",""
"00:10:32.510","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29712)",""
"00:10:32.705","Blinkladen Arcane Missiles Training Dummy 1 29018",""
"00:10:32.913","Blinkladen Arcane Missiles Training Dummy 1 *63934*",""
"00:10:33.024","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29302)",""
"00:10:33.329","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28864)",""
"00:10:46.455","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28150)",""
"00:10:46.558","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60240)",""
"00:10:46.850","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28012)",""
"00:10:47.018","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60537)",""
"00:10:47.260","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59647)",""
"00:10:47.378","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59950)",""
"00:10:47.677","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27483)",""
"00:10:47.878","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59660)",""
"00:11:01.031","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28079)",""
"00:11:01.135","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28049)",""
"00:11:01.372","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28243)",""
"00:11:01.620","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28859)",""
"00:11:01.837","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60760)",""
"00:11:02.032","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61392)",""
"00:11:02.238","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29001)",""
"00:11:02.347","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61207)",""
"00:11:22.968","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29035)",""
"00:11:22.970","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63488)",""
"00:11:23.191","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29648)",""
"00:11:23.406","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29234)",""
"00:11:23.553","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29734)",""
"00:11:23.822","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62500)",""
"00:11:23.962","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63258)",""
"00:11:24.176","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28818)",""
"00:11:30.246","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59477)",""
"00:11:30.249","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28297)",""
"00:11:30.544","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60129)",""
"00:11:30.738","Blinkladen Arcane Missiles Training Dummy 1 *61587*",""
"00:11:30.948","Blinkladen Arcane Missiles Training Dummy 1 28151",""
"00:11:31.148","Blinkladen Arcane Missiles Training Dummy 1 27920",""
"00:11:31.288","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29168)",""
"00:11:31.565","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27978)",""
"00:11:44.718","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28423)",""
"00:11:44.815","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61267)",""
"00:11:45.051","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29089)",""
"00:11:45.281","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29430)",""
"00:11:45.525","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28658)",""
"00:11:45.718","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28311)",""
"00:11:45.933","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60686)",""
"00:11:46.051","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60235)",""
"00:11:59.274","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28014)",""
"00:11:59.378","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27634)",""
"00:11:59.649","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27375)",""
"00:11:59.870","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27757)",""
"00:12:00.052","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60233)",""
"00:12:00.294","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58409)",""
"00:12:00.496","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28216)",""
"00:12:00.649","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61189)",""
"00:12:13.829","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29660)",""
"00:12:13.941","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63127)",""
"00:12:14.225","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62463)",""
"00:12:14.433","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28951)",""
"00:12:14.649","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62235)",""
"00:12:14.766","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28764)",""
"00:12:15.044","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62557)",""
"00:12:15.259","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28463)",""
"00:12:35.774","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28116)",""
"00:12:35.775","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28061)",""
"00:12:35.983","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29175)",""
"00:12:36.245","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28229)",""
"00:12:36.414","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28134)",""
"00:12:36.586","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28109)",""
"00:12:36.776","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28292)",""
"00:12:36.989","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27268)",""
"00:12:42.975","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30072)",""
"00:12:43.079","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63962)",""
"00:12:43.364","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62366)",""
"00:12:43.572","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30064)",""
"00:12:43.755","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64446)",""
"00:12:43.974","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29487)",""
"00:12:44.176","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28966)",""
"00:12:44.391","Blinkladen Arcane Missiles Training Dummy 1 29158",""
"00:12:57.606","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28568)",""
"00:12:57.607","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57480)",""
"00:12:57.864","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27721)",""
"00:12:57.983","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27037)",""
"00:12:58.234","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59864)",""
"00:12:58.454","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58527)",""
"00:12:58.586","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27347)",""
"00:12:58.842","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59556)",""
"00:13:04.897","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28911)",""
"00:13:04.996","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28699)",""
"00:13:05.100","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62117)",""
"00:13:05.309","Blinkladen Arcane Missiles Training Dummy 1 28532",""
"00:13:05.538","Blinkladen Arcane Missiles Training Dummy 1 28626",""
"00:13:05.718","Blinkladen Arcane Missiles Training Dummy 1 29058",""
"00:13:05.925","Blinkladen Arcane Missiles Training Dummy 1 *59548*",""
"00:13:06.037","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61936)",""
"00:13:26.656","Blinkladen Arcane Missiles Training Dummy 1 27801",""
"00:13:26.753","Blinkladen Arcane Missiles Training Dummy 1 *60685*",""
"00:13:26.975","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28030)",""
"00:13:27.251","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59110)",""
"00:13:27.467","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27317)",""
"00:13:27.669","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27510)",""
"00:13:27.870","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26713)",""
"00:13:28.072","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58489)",""
"00:13:48.502","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27773)",""
"00:13:48.600","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28061)",""
"00:13:48.891","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26975)",""
"00:13:49.099","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27585)",""
"00:13:49.231","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27658)",""
"00:13:49.515","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28044)",""
"00:13:49.717","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60993)",""
"00:13:49.925","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61172)",""
"00:14:17.627","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27942)",""
"00:14:17.733","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27204)",""
"00:14:17.953","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59741)",""
"00:14:18.225","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27176)",""
"00:14:18.432","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27228)",""
"00:14:18.551","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27644)",""
"00:14:18.843","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58524)",""
"00:14:18.954","Blinkladen Arcane Missiles Training Dummy 1 26864",""
"00:14:46.835","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29004)",""
"00:14:46.934","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28724)",""
"00:14:47.043","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60826)",""
"00:14:47.287","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29007)",""
"00:14:47.536","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27993)",""
"00:14:47.689","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28588)",""
"00:14:47.952","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28026)",""
"00:14:48.091","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60189)",""
"00:15:08.675","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27255)",""
"00:15:08.787","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27344)",""
"00:15:09.008","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27358)",""
"00:15:09.211","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27954)",""
"00:15:09.411","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57260)",""
"00:15:09.585","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27293)",""
"00:15:09.821","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57297)",""
"00:15:09.995","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27546)",""
"00:15:23.162","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28597)",""
"00:15:23.258","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28933)",""
"00:15:23.550","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28381)",""
"00:15:23.703","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62031)",""
"00:15:23.966","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62861)",""
"00:15:24.168","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30022)",""
"00:15:24.376","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64587)",""
"00:15:24.585","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64413)",""
"00:15:52.362","Blinkladen Arcane Missiles Training Dummy 1 *59873*",""
"00:15:52.460","Blinkladen Arcane Missiles Training Dummy 1 27778",""
"00:15:52.675","Blinkladen Arcane Missiles Training Dummy 1 *62094*",""
"00:15:52.876","Blinkladen Arcane Missiles Training Dummy 1 28964",""
"00:15:53.084","Blinkladen Arcane Missiles Training Dummy 1 *62342*",""
"00:15:53.287","Blinkladen Arcane Missiles Training Dummy 1 *61230*",""
"00:15:53.466","Blinkladen Arcane Missiles Training Dummy 1 *61196*",""
"00:15:53.695","Blinkladen Arcane Missiles Training Dummy 1 29513",""
"00:16:21.412","Blinkladen Arcane Missiles Training Dummy 1 27973",""
"00:16:21.516","Blinkladen Arcane Missiles Training Dummy 1 *59594*",""
"00:16:21.806","Blinkladen Arcane Missiles Training Dummy 1 28813",""
"00:16:22.007","Blinkladen Arcane Missiles Training Dummy 1 29153",""
"00:16:22.216","Blinkladen Arcane Missiles Training Dummy 1 28031",""
"00:16:22.425","Blinkladen Arcane Missiles Training Dummy 1 29082",""
"00:16:22.626","Blinkladen Arcane Missiles Training Dummy 1 27999",""
"00:16:22.750","Blinkladen Arcane Missiles Training Dummy 1 *61706*",""
"00:16:35.967","Blinkladen Arcane Missiles Training Dummy 1 28634",""
"00:16:36.072","Blinkladen Arcane Missiles Training Dummy 1 *61106*",""
"00:16:36.272","Blinkladen Arcane Missiles Training Dummy 1 29495",""
"00:16:36.551","Blinkladen Arcane Missiles Training Dummy 1 29106",""
"00:16:36.764","Blinkladen Arcane Missiles Training Dummy 1 *59735*",""
"00:16:36.925","Blinkladen Arcane Missiles Training Dummy 1 *60819*",""
"00:16:37.174","Blinkladen Arcane Missiles Training Dummy 1 28132",""
"00:16:37.390","Blinkladen Arcane Missiles Training Dummy 1 *59777*",""
"00:17:05.126","Blinkladen Arcane Missiles Training Dummy 1 29858",""
"00:17:05.238","Blinkladen Arcane Missiles Training Dummy 1 28901",""
"00:17:05.425","Blinkladen Arcane Missiles Training Dummy 1 *64079*",""
"00:17:05.613","Blinkladen Arcane Missiles Training Dummy 1 29103",""
"00:17:05.807","Blinkladen Arcane Missiles Training Dummy 1 28719",""
"00:17:06.022","Blinkladen Arcane Missiles Training Dummy 1 28916",""
"00:17:06.215","Blinkladen Arcane Missiles Training Dummy 1 28606",""
"00:17:06.334","Blinkladen Arcane Missiles Training Dummy 1 *61746*",""
"00:17:12.466","Blinkladen Arcane Missiles Training Dummy 1 28242",""
"00:17:12.562","Blinkladen Arcane Missiles Training Dummy 1 *59734*",""
"00:17:12.757","Blinkladen Arcane Missiles Training Dummy 1 28372",""
"00:17:12.966","Blinkladen Arcane Missiles Training Dummy 1 29241",""
"00:17:13.176","Blinkladen Arcane Missiles Training Dummy 1 29539",""
"00:17:13.334","Blinkladen Arcane Missiles Training Dummy 1 29365",""
"00:17:13.523","Blinkladen Arcane Missiles Training Dummy 1 28604",""
"00:17:13.723","Blinkladen Arcane Missiles Training Dummy 1 30200",""
"00:17:19.750","Blinkladen Arcane Missiles Training Dummy 1 27972",""
"00:17:19.751","Blinkladen Arcane Missiles Training Dummy 1 26993",""
"00:17:20.001","Blinkladen Arcane Missiles Training Dummy 1 27660",""
"00:17:20.178","Blinkladen Arcane Missiles Training Dummy 1 27260",""
"00:17:20.314","Blinkladen Arcane Missiles Training Dummy 1 27531",""
"00:17:20.591","Blinkladen Arcane Missiles Training Dummy 1 *59976*",""
"00:17:20.723","Blinkladen Arcane Missiles Training Dummy 1 *59367*",""
"00:17:20.979","Blinkladen Arcane Missiles Training Dummy 1 *59406*",""
"00:17:34.306","Blinkladen Arcane Missiles Training Dummy 1 31071",""
"00:17:34.307","Blinkladen Arcane Missiles Training Dummy 1 31225",""
"00:17:34.604","Blinkladen Arcane Missiles Training Dummy 1 30389",""
"00:17:34.806","Blinkladen Arcane Missiles Training Dummy 1 30648",""
"00:17:35.014","Blinkladen Arcane Missiles Training Dummy 1 *65702*",""
"00:17:35.231","Blinkladen Arcane Missiles Training Dummy 1 *67270*",""
"00:17:35.350","Blinkladen Arcane Missiles Training Dummy 1 *66186*",""
"00:17:35.564","Blinkladen Arcane Missiles Training Dummy 1 31593",""
"00:17:48.788","Blinkladen Arcane Missiles Training Dummy 1 27047",""
"00:17:48.890","Blinkladen Arcane Missiles Training Dummy 1 *58377*",""
"00:17:49.093","Blinkladen Arcane Missiles Training Dummy 1 27649",""
"00:17:49.301","Blinkladen Arcane Missiles Training Dummy 1 27801",""
"00:17:49.542","Blinkladen Arcane Missiles Training Dummy 1 *59112*",""
"00:17:49.759","Blinkladen Arcane Missiles Training Dummy 1 27736",""
"00:17:49.993","Blinkladen Arcane Missiles Training Dummy 1 27404",""
"00:17:50.208","Blinkladen Arcane Missiles Training Dummy 1 27632",""
"00:18:10.688","Blinkladen Arcane Missiles Training Dummy 1 27423",""
"00:18:10.798","Blinkladen Arcane Missiles Training Dummy 1 27778",""
"00:18:11.021","Blinkladen Arcane Missiles Training Dummy 1 27401",""
"00:18:11.137","Blinkladen Arcane Missiles Training Dummy 1 28359",""
"00:18:11.354","Blinkladen Arcane Missiles Training Dummy 1 *58436*",""
"00:18:11.556","Blinkladen Arcane Missiles Training Dummy 1 28158",""
"00:18:11.836","Blinkladen Arcane Missiles Training Dummy 1 28691",""
"00:18:12.042","Blinkladen Arcane Missiles Training Dummy 1 27937",""
"00:18:25.191","Blinkladen Arcane Missiles Training Dummy 1 31815",""
"00:18:25.294","Blinkladen Arcane Missiles Training Dummy 1 *68158*",""
"00:18:25.576","Blinkladen Arcane Missiles Training Dummy 1 *66426*",""
"00:18:25.737","Blinkladen Arcane Missiles Training Dummy 1 30786",""
"00:18:25.952","Blinkladen Arcane Missiles Training Dummy 1 30605",""
"00:18:26.194","Blinkladen Arcane Missiles Training Dummy 1 *66860*",""
"00:18:26.326","Blinkladen Arcane Missiles Training Dummy 1 *64581*",""
"00:18:26.590","Blinkladen Arcane Missiles Training Dummy 1 30027",""
"00:18:32.507","Blinkladen Arcane Missiles Training Dummy 1 29434",""
"00:18:32.618","Blinkladen Arcane Missiles Training Dummy 1 *65670*",""
"00:18:32.835","Blinkladen Arcane Missiles Training Dummy 1 30248",""
"00:18:33.042","Blinkladen Arcane Missiles Training Dummy 1 *64380*",""
"00:18:33.267","Blinkladen Arcane Missiles Training Dummy 1 *66124*",""
"00:18:33.472","Blinkladen Arcane Missiles Training Dummy 1 *60965*",""
"00:18:33.604","Blinkladen Arcane Missiles Training Dummy 1 29604",""
"00:18:33.889","Blinkladen Arcane Missiles Training Dummy 1 30145",""
"00:18:54.395","Blinkladen Arcane Missiles Training Dummy 1 *62367*",""
"00:18:54.396","Blinkladen Arcane Missiles Training Dummy 1 *62256*",""
"00:18:54.639","Blinkladen Arcane Missiles Training Dummy 1 *63270*",""
"00:18:54.837","Blinkladen Arcane Missiles Training Dummy 1 29627",""
"00:18:55.022","Blinkladen Arcane Missiles Training Dummy 1 29922",""
"00:18:55.243","Blinkladen Arcane Missiles Training Dummy 1 28831",""
"00:18:55.423","Blinkladen Arcane Missiles Training Dummy 1 29526",""
"00:18:55.604","Blinkladen Arcane Missiles Training Dummy 1 29944",""
"00:19:16.249","Blinkladen Arcane Missiles Training Dummy 1 *63681*",""
"00:19:16.353","Blinkladen Arcane Missiles Training Dummy 1 28637",""
"00:19:16.555","Blinkladen Arcane Missiles Training Dummy 1 28956",""
"00:19:16.694","Blinkladen Arcane Missiles Training Dummy 1 *60053*",""
"00:19:16.978","Blinkladen Arcane Missiles Training Dummy 1 29089",""
"00:19:17.096","Blinkladen Arcane Missiles Training Dummy 1 *60360*",""
"00:19:17.367","Blinkladen Arcane Missiles Training Dummy 1 *60684*",""
"00:19:17.583","Blinkladen Arcane Missiles Training Dummy 1 28072",""
"00:19:38.040","Blinkladen Arcane Missiles Training Dummy 1 28456",""
"00:19:38.152","Blinkladen Arcane Missiles Training Dummy 1 *60598*",""
"00:19:38.396","Blinkladen Arcane Missiles Training Dummy 1 *60092*",""
"00:19:38.530","Blinkladen Arcane Missiles Training Dummy 1 27999",""
"00:19:38.798","Blinkladen Arcane Missiles Training Dummy 1 26723",""
"00:19:38.933","Blinkladen Arcane Missiles Training Dummy 1 27681",""
"00:19:39.141","Blinkladen Arcane Missiles Training Dummy 1 27896",""
"00:19:39.382","Blinkladen Arcane Missiles Training Dummy 1 27385",""
"00:19:59.843","Blinkladen Arcane Missiles Training Dummy 1 *61988*",""
"00:19:59.937","Blinkladen Arcane Missiles Training Dummy 1 *61421*",""
"00:20:00.159","Blinkladen Arcane Missiles Training Dummy 1 29543",""
"00:20:00.361","Blinkladen Arcane Missiles Training Dummy 1 29196",""
"00:20:00.552","Blinkladen Arcane Missiles Training Dummy 1 28824",""
"00:20:00.777","Blinkladen Arcane Missiles Training Dummy 1 29170",""
"00:20:00.930","Blinkladen Arcane Missiles Training Dummy 1 29930",""
"00:20:01.152","Blinkladen Arcane Missiles Training Dummy 1 28751",""
"00:20:21.695","Blinkladen Arcane Missiles Training Dummy 1 28614",""
"00:20:21.799","Blinkladen Arcane Missiles Training Dummy 1 27777",""
"00:20:22.009","Blinkladen Arcane Missiles Training Dummy 1 *60420*",""
"00:20:22.235","Blinkladen Arcane Missiles Training Dummy 1 *61540*",""
"00:20:22.499","Blinkladen Arcane Missiles Training Dummy 1 28280",""
"00:20:22.613","Blinkladen Arcane Missiles Training Dummy 1 29564",""
"00:20:22.820","Blinkladen Arcane Missiles Training Dummy 1 28305",""
"00:20:23.035","Blinkladen Arcane Missiles Training Dummy 1 28314",""